Client_ID,Client_Name,Bank_Name,Account_Type,Currency,Transaction_Amount,Interest_Rate,Maturity_Date,Email,Phone,Loan_Status,Remarks
32383,,BOFA,Savings,EUR,$338023,,, CLIENT@BANK.COM ,01712345678, PENDING , follow up 
,john capital,WELLS FARGO,CURRENT,GBP,,12.15,09-05-2024, CLIENT@BANK.COM ,1712345678,approved, HIGH RISK 
90819,  alpha holdings ,BOFA,Savings,GBP,285935,3.9,2024.02.24,wrongmail,01712345678,approved,
54708,,HSBC, investment ,EUR,,2.59,01-02-2025,,01712345678,Rejected, good payer 
,MARY INVEST,HSBC,loan,GBP,382887,10.55,2026.02.08,client@mail.com,01712-345678,approved, follow up 
61827,beta funds,CHASE,loan,,344941,9.65,,,, PENDING , HIGH RISK 
45996,,CITI,loan,USD,,11.36,05/25/2024,,01712345678,Rejected, good payer 
81850,  alpha holdings ,BOFA,Savings,BDT,,,09/06/2025,,,approved,
,MARY INVEST,CITI, investment ,GBP,153051,1.63,,wrongmail,,approved, good payer 
,,CHASE,CURRENT,,$66192,11.52,,,01712345678, PENDING , follow up 
46645,beta funds,CITI, investment ,BDT,96020,,2025.04.28, CLIENT@BANK.COM ,,, HIGH RISK 
97092,  alpha holdings ,HSBC,loan,EUR,354837,9.01,12/06/2024,,1712345678,approved, good payer 
,MARY INVEST,,Savings,,$80684,3.52,23-02-2024,client@mail.com,01712-345678,approved, follow up 
,beta funds,CHASE, investment ,USD,388418,4.56,07-07-2025,,,Rejected,
93833,beta funds,WELLS FARGO, investment ,EUR,440876,,,,1712345678,Rejected, follow up 
,MARY INVEST,HSBC,loan,GBP,,9.49,2024.02.23, CLIENT@BANK.COM ,01712-345678,, HIGH RISK 
39123,john capital,HSBC,CURRENT,BDT,,,2025.08.14, CLIENT@BANK.COM ,,Rejected,
30400,john capital,, investment ,USD,,,05/01/2025,wrongmail,, PENDING , HIGH RISK 
,,,CURRENT,GBP,,4.83,03/10/2024,wrongmail,01712345678, PENDING , HIGH RISK 
,john capital,CITI,loan,GBP,$325079,7.13,2025.12.25,client@mail.com,,Rejected, good payer 
54106,beta funds,BOFA,loan,EUR,,,2025.03.01,wrongmail,01712345678,approved, HIGH RISK 
,beta funds,,loan,USD,$107145,,2025.08.21, CLIENT@BANK.COM ,01712345678,approved, good payer 
,,BOFA,loan,USD,,,03/30/2024,wrongmail,01712-345678,Rejected, good payer 
,,CITI,Savings,USD,346305,,2024.02.21,wrongmail,01712-345678, PENDING ,
43240,beta funds,WELLS FARGO,CURRENT,GBP,301267,,2025.01.13, CLIENT@BANK.COM ,,,
48575,  alpha holdings ,,CURRENT,USD,$319627,6.73,04/05/2025,wrongmail,01712345678,, HIGH RISK 
,MARY INVEST,BOFA, investment ,,236441,10.8,,client@mail.com,01712-345678,Rejected, follow up 
99930,MARY INVEST,BOFA,Savings,USD,437088,6.79,13-10-2024,client@mail.com,01712-345678, PENDING ,
98297,john capital,CHASE,loan,GBP,,9.13,, CLIENT@BANK.COM ,01712345678, PENDING , good payer 
32242,  alpha holdings ,HSBC,Savings,EUR,$80116,,,,01712345678,Rejected, HIGH RISK 
,MARY INVEST,,CURRENT,BDT,$26171,,, CLIENT@BANK.COM ,1712345678,,
,  alpha holdings ,CHASE,CURRENT,BDT,,,24-11-2024,,,, HIGH RISK 
79707,beta funds,CHASE,loan,GBP,236283,,03/28/2024,,,Rejected, good payer 
55560,john capital,CHASE,loan,USD,$87811,,2025.08.03,client@mail.com,01712345678,, good payer 
,,WELLS FARGO,loan,,,4.62,25-05-2025,,01712345678,Rejected, HIGH RISK 
35083,,,loan,,34254,7.22,2024.06.16,client@mail.com,1712345678, PENDING ,
,beta funds,HSBC,Savings,EUR,,,2025.09.13,client@mail.com,1712345678, PENDING , HIGH RISK 
,,CHASE,Savings,EUR,73998,,2025.08.18,,01712345678,approved, follow up 
,MARY INVEST,CITI,loan,GBP,113347,,,wrongmail,01712-345678,,
,  alpha holdings ,BOFA,loan,USD,$357225,,,client@mail.com,01712-345678,approved, HIGH RISK 
56098,,HSBC, investment ,BDT,$340428,7.79,, CLIENT@BANK.COM ,01712345678,approved,
,  alpha holdings ,WELLS FARGO,CURRENT,BDT,,7.71,2024.08.29, CLIENT@BANK.COM ,01712-345678,, follow up 
,  alpha holdings ,CHASE,CURRENT,,,,07/07/2025,client@mail.com,1712345678,, good payer 
,MARY INVEST,,loan,BDT,,,13-09-2025, CLIENT@BANK.COM ,, PENDING , HIGH RISK 
37229,,BOFA, investment ,,$164554,4.44,04-06-2025,wrongmail,1712345678,, HIGH RISK 
,MARY INVEST,CHASE,Savings,BDT,,3.98,06/12/2024, CLIENT@BANK.COM ,01712-345678,Rejected, follow up 
,,BOFA,loan,BDT,287686,,2025.10.07, CLIENT@BANK.COM ,, PENDING , good payer 
,MARY INVEST,CITI,loan,USD,,,2024.06.25,,1712345678,Rejected,
,MARY INVEST,HSBC,Savings,BDT,$146267,9.53,2026.02.06, CLIENT@BANK.COM ,1712345678,Rejected, follow up 
74103,beta funds,WELLS FARGO,Savings,GBP,$218444,,03/20/2026,,01712345678,,
77948,john capital,,CURRENT,,$223619,7.61,01/02/2026,wrongmail,1712345678,Rejected, HIGH RISK 
,  alpha holdings ,WELLS FARGO,CURRENT,BDT,,5.31,08/25/2025,wrongmail,1712345678,approved, follow up 
,john capital,,Savings,,,9.22,2024.04.17,,, PENDING , follow up 
57639,,,loan,EUR,$117923,4.93,,,01712345678, PENDING , HIGH RISK 
86619,john capital,BOFA,Savings,GBP,171056,2.86,,wrongmail,, PENDING , good payer 
,,BOFA,Savings,USD,,7.29,, CLIENT@BANK.COM ,,approved,
,MARY INVEST,CITI, investment ,,74702,,23-04-2024,wrongmail,1712345678,, follow up 
11022,beta funds,, investment ,BDT,367916,,2026.02.05,client@mail.com,,,
,  alpha holdings ,CHASE,Savings,,,,, CLIENT@BANK.COM ,1712345678, PENDING , good payer 
45819,MARY INVEST,BOFA,loan,EUR,119809,,03/28/2025,client@mail.com,, PENDING , follow up 
62761,MARY INVEST,,Savings,BDT,,,05/07/2024,client@mail.com,01712345678, PENDING , good payer 
,MARY INVEST,BOFA, investment ,,298667,8.87,2026.04.11,wrongmail,1712345678,Rejected, good payer 
51623,,HSBC, investment ,USD,$136998,,04/30/2026,client@mail.com,01712345678,approved, good payer 
48380,MARY INVEST,, investment ,BDT,,,,,, PENDING , follow up 
97997,john capital,BOFA,loan,GBP,244041,4.84,09-05-2025,,01712-345678,Rejected, good payer 
,beta funds,HSBC,Savings,USD,145040,4.31,26-06-2025,client@mail.com,01712-345678,,
61602,  alpha holdings ,BOFA,CURRENT,EUR,42427,7.19,2026.03.14, CLIENT@BANK.COM ,,,
,beta funds,WELLS FARGO,loan,EUR,$230302,,01/04/2024, CLIENT@BANK.COM ,1712345678,approved, follow up 
50336,beta funds,BOFA, investment ,,,8.37,04/27/2025,client@mail.com,01712345678,,
63294,  alpha holdings ,HSBC,loan,BDT,$237514,,08-08-2025, CLIENT@BANK.COM ,,, follow up 
,MARY INVEST,WELLS FARGO,CURRENT,USD,158154,,,client@mail.com,01712345678,, HIGH RISK 
,,,CURRENT,BDT,,4.77,03/30/2025,wrongmail,01712345678,approved,
,  alpha holdings ,HSBC, investment ,BDT,$185983,,,wrongmail,1712345678,Rejected, HIGH RISK 
,  alpha holdings ,,CURRENT,GBP,$72557,5.09,24-04-2025, CLIENT@BANK.COM ,01712345678, PENDING , follow up 
60399,john capital,CHASE,Savings,BDT,$215522,,2024.05.12,client@mail.com,,approved, follow up 
37223,john capital,HSBC,CURRENT,,$419075,8.59,2024.09.02, CLIENT@BANK.COM ,, PENDING ,
29625,  alpha holdings ,BOFA,Savings,USD,,,2025.01.16,,1712345678,approved,
,  alpha holdings ,WELLS FARGO,Savings,EUR,355788,4.79,2024.12.01,client@mail.com,01712345678, PENDING ,
,MARY INVEST,CITI,CURRENT,BDT,$422367,,2025.08.24, CLIENT@BANK.COM ,,Rejected, good payer 
12134,MARY INVEST,BOFA,Savings,USD,,12.46,, CLIENT@BANK.COM ,01712-345678,approved, HIGH RISK 
,,HSBC,loan,USD,226812,,2024.04.02,client@mail.com,1712345678,,
22068,MARY INVEST,CITI,Savings,,$383934,1.57,18-08-2024, CLIENT@BANK.COM ,01712-345678,approved, HIGH RISK 
,john capital,WELLS FARGO,Savings,USD,498335,2.7,17-02-2026,,1712345678,Rejected,
,  alpha holdings ,WELLS FARGO,Savings,,332741,,03-11-2024,client@mail.com,1712345678,, follow up 
64910,MARY INVEST,WELLS FARGO,loan,GBP,,4.83,03/02/2025,,,approved, follow up 
60841,MARY INVEST,CITI,loan,USD,$60782,,2026.03.17,wrongmail,1712345678,Rejected,
57793,,BOFA,CURRENT,EUR,,,2025.02.20, CLIENT@BANK.COM ,,approved, follow up 
,MARY INVEST,WELLS FARGO, investment ,BDT,322926,3.3,2025.04.12,,01712345678, PENDING , follow up 
66688,john capital,BOFA,loan,GBP,53318,,11/22/2025, CLIENT@BANK.COM ,,, follow up 
21893,MARY INVEST,HSBC,Savings,,,,, CLIENT@BANK.COM ,,Rejected, good payer 
51457,beta funds,CHASE,Savings,,,2.47,22-10-2025,wrongmail,,approved, good payer 
,beta funds,WELLS FARGO,loan,,242396,1.54,2025.03.28,wrongmail,01712345678,approved, HIGH RISK 
,  alpha holdings ,WELLS FARGO,loan,GBP,,6.67,17-11-2024,wrongmail,1712345678, PENDING , HIGH RISK 
,beta funds,CITI,loan,BDT,,3.78,2025.06.25,client@mail.com,,approved, HIGH RISK 
,  alpha holdings ,,Savings,,$328759,,04-10-2024,,1712345678,,
65595,,CHASE,loan,USD,237965,,2026.04.09,wrongmail,1712345678, PENDING ,
,  alpha holdings ,, investment ,BDT,108583,7.29,2025.11.28,,01712345678, PENDING ,
,MARY INVEST,,loan,GBP,$142490,,,,,,
,,CITI, investment ,GBP,13111,1.99,12/14/2025,wrongmail,01712-345678,,
,john capital,CHASE,CURRENT,USD,292240,6.96,03-09-2025, CLIENT@BANK.COM ,01712-345678,approved,
36172,,BOFA,CURRENT,GBP,,,16-02-2026,,1712345678,approved,
,  alpha holdings ,CHASE,loan,BDT,$115849,,28-12-2025,wrongmail,,, follow up 
44999,  alpha holdings ,,CURRENT,USD,133370,,2024.06.30, CLIENT@BANK.COM ,01712-345678,, HIGH RISK 
,MARY INVEST,BOFA, investment ,GBP,,5.95,13-07-2025,wrongmail,01712-345678,approved, HIGH RISK 
24794,beta funds,HSBC,loan,EUR,264659,,2024.03.16,,,approved, follow up 
22321,,BOFA, investment ,USD,$80971,6.59,2025.04.21,client@mail.com,01712-345678,Rejected,
,MARY INVEST,BOFA,loan,GBP,407769,,2024.07.03,wrongmail,,approved, HIGH RISK 
,john capital,HSBC,Savings,GBP,261888,,07/06/2024, CLIENT@BANK.COM ,,Rejected, HIGH RISK 
54635,  alpha holdings ,,loan,EUR,,11.34,2025.05.23,wrongmail,,Rejected,
72249,beta funds,CHASE,loan,GBP,460475,,09-03-2025,wrongmail,01712-345678, PENDING , follow up 
20965,beta funds,WELLS FARGO,loan,GBP,81752,,2024.08.25,client@mail.com,1712345678,approved, HIGH RISK 
18053,john capital,,CURRENT,GBP,169258,,,client@mail.com,,Rejected,
,MARY INVEST,CITI,CURRENT,,,12.13,2025.08.31,wrongmail,,, HIGH RISK 
18497,MARY INVEST,HSBC,loan,USD,$271102,,06/04/2026,wrongmail,1712345678,approved, good payer 
78410,john capital,HSBC,CURRENT,EUR,105086,,, CLIENT@BANK.COM ,1712345678,Rejected, good payer 
,  alpha holdings ,CHASE,Savings,USD,421777,,07/23/2025, CLIENT@BANK.COM ,1712345678,,
55037,,HSBC,Savings,USD,,,2025.07.23,client@mail.com,1712345678,Rejected, follow up 
69168,beta funds,HSBC,Savings,USD,334364,,,,,, HIGH RISK 
67976,,CHASE,Savings,EUR,$239356,,02/07/2025, CLIENT@BANK.COM ,1712345678,, good payer 
,beta funds,CHASE,loan,,102075,10.77,18-02-2024, CLIENT@BANK.COM ,,, follow up 
94544,beta funds,CITI,CURRENT,USD,,,12-01-2025,wrongmail,01712-345678,approved, follow up 
,beta funds,CITI,CURRENT,BDT,,3.93,31-07-2024,,01712345678,Rejected, HIGH RISK 
,john capital,BOFA,CURRENT,GBP,$325822,,2024.09.09,wrongmail,1712345678,Rejected,
68245,MARY INVEST,BOFA,loan,GBP,,,08-03-2024,wrongmail,1712345678,Rejected, HIGH RISK 
25010,,CITI,Savings,EUR,93229,7.91,05/25/2026, CLIENT@BANK.COM ,,approved,
74153,beta funds,WELLS FARGO,CURRENT,BDT,$102105,5.26,,wrongmail,01712-345678,, good payer 
,beta funds,WELLS FARGO, investment ,GBP,$124334,,2024.12.16,,01712-345678,Rejected, follow up 
70668,MARY INVEST,CHASE,CURRENT,USD,,6.01,22-05-2024,client@mail.com,01712-345678, PENDING ,
55843,,WELLS FARGO, investment ,EUR,,,2026.03.23,wrongmail,01712345678,Rejected, HIGH RISK 
,beta funds,CHASE,loan,EUR,$195395,9.23,,client@mail.com,1712345678,Rejected, follow up 
,beta funds,CITI,Savings,GBP,$428660,6.17,2024.10.13, CLIENT@BANK.COM ,01712-345678,Rejected,
,,, investment ,BDT,412908,5.03,2025.02.10, CLIENT@BANK.COM ,01712-345678,approved, HIGH RISK 
,,,CURRENT,GBP,449640,,05/16/2025,wrongmail,,Rejected, HIGH RISK 
,,WELLS FARGO,loan,GBP,49257,,05/25/2025, CLIENT@BANK.COM ,1712345678,approved, follow up 
,  alpha holdings ,CITI, investment ,BDT,114245,9.57,2026.05.30, CLIENT@BANK.COM ,1712345678,approved,
,,CITI,CURRENT,EUR,$291087,6.53,,client@mail.com,01712-345678,Rejected, follow up 
76158,  alpha holdings ,BOFA,loan,BDT,$264437,,30-08-2024,client@mail.com,,, follow up 
91258,john capital,WELLS FARGO,CURRENT,BDT,,,,wrongmail,, PENDING ,
85385,MARY INVEST,,CURRENT,,225979,,02-07-2024,wrongmail,1712345678,Rejected, good payer 
43865,beta funds,, investment ,,$461858,,04-04-2025,,01712-345678,Rejected, follow up 
75493,beta funds,HSBC,loan,,,,17-03-2025,wrongmail,01712-345678,, HIGH RISK 
,beta funds,BOFA,loan,USD,,6.18,01/23/2024,,01712345678,, HIGH RISK 
,,BOFA, investment ,GBP,$303181,10.08,2025.06.17,client@mail.com,1712345678,, HIGH RISK 
,MARY INVEST,BOFA,Savings,,,,12/01/2025,,,approved, HIGH RISK 
,  alpha holdings ,, investment ,EUR,,,07-03-2025, CLIENT@BANK.COM ,,, good payer 
,john capital,, investment ,BDT,$421579,2.57,06-05-2024, CLIENT@BANK.COM ,1712345678,Rejected,
12819,  alpha holdings ,WELLS FARGO, investment ,BDT,,,, CLIENT@BANK.COM ,01712-345678,approved, follow up 
,  alpha holdings ,BOFA,Savings,GBP,407488,,,wrongmail,,Rejected, HIGH RISK 
,  alpha holdings ,,CURRENT,BDT,,6.36,2024.10.12,wrongmail,01712-345678,approved, good payer 
,beta funds,HSBC, investment ,BDT,$137803,,10-02-2025,client@mail.com,,Rejected, HIGH RISK 
,  alpha holdings ,CITI,CURRENT,,16793,8.06,09-01-2026,,1712345678,, follow up 
,  alpha holdings ,BOFA,loan,GBP,,2.23,2025.07.20,client@mail.com,01712345678, PENDING ,
,,HSBC,CURRENT,GBP,,,06/27/2025,,1712345678,Rejected, good payer 
11690,beta funds,WELLS FARGO,CURRENT,USD,294654,,15-06-2024,client@mail.com,01712-345678, PENDING ,
,  alpha holdings ,CITI,loan,EUR,16582,5.76,,wrongmail,,Rejected, good payer 
54238,john capital,WELLS FARGO,CURRENT,GBP,444343,10.9,10/30/2025, CLIENT@BANK.COM ,, PENDING , follow up 
19971,  alpha holdings ,,CURRENT,USD,$57530,,12/23/2024,wrongmail,1712345678,approved, HIGH RISK 
18682,john capital,CITI,CURRENT,USD,,2.6,,client@mail.com,1712345678,, good payer 
36217,john capital,WELLS FARGO,loan,BDT,,8.48,01-03-2025,,01712-345678,,
,beta funds,,CURRENT,USD,$7680,,,wrongmail,1712345678,,
81712,  alpha holdings ,CHASE,Savings,,358073,,27-02-2026,,, PENDING , follow up 
33089,john capital,WELLS FARGO, investment ,GBP,246254,,27-08-2024,wrongmail,01712-345678,Rejected, HIGH RISK 
14096,beta funds,, investment ,GBP,$326916,,2026.06.09,wrongmail,01712345678,approved, good payer 
,MARY INVEST,BOFA,loan,EUR,79591,5.43,01/07/2026,wrongmail,1712345678,Rejected, HIGH RISK 
85270,beta funds,BOFA, investment ,EUR,490512,11.74,03-05-2024,client@mail.com,01712-345678,Rejected, follow up 
15316,beta funds,CITI,Savings,USD,85897,10.71,2026.06.07,client@mail.com,01712-345678, PENDING ,
99491,john capital,WELLS FARGO,CURRENT,USD,,9.35,05/02/2025,wrongmail,1712345678,Rejected, HIGH RISK 
,john capital,BOFA,loan,GBP,$55574,3.13,,wrongmail,01712345678,Rejected,
,beta funds,BOFA,CURRENT,BDT,$481630,,2025.04.13, CLIENT@BANK.COM ,1712345678,approved,
71589,MARY INVEST,WELLS FARGO,Savings,,$65232,,,client@mail.com,,Rejected,
97642,,BOFA,loan,GBP,393638,2.19,05/26/2025,,01712-345678,, HIGH RISK 
,  alpha holdings ,WELLS FARGO,loan,USD,$473767,9.03,,,01712-345678,approved, HIGH RISK 
78727,  alpha holdings ,CHASE,loan,GBP,397505,,03-02-2024,wrongmail,01712-345678, PENDING , follow up 
86876,beta funds,BOFA,Savings,,$283708,2.98,,client@mail.com,01712345678, PENDING ,
82571,john capital,CITI,loan,BDT,,,,client@mail.com,01712345678,approved, HIGH RISK 
67107,MARY INVEST,HSBC,CURRENT,GBP,,,2026.01.14,wrongmail,01712-345678, PENDING , good payer 
83444,  alpha holdings ,BOFA,Savings,BDT,,,2025.05.04,client@mail.com,01712-345678,, HIGH RISK 
87276,  alpha holdings ,WELLS FARGO, investment ,EUR,140209,,2026.01.24,,1712345678,Rejected, good payer 
72167,john capital,,Savings,GBP,123209,,2026.05.20,,1712345678,, HIGH RISK 
,  alpha holdings ,BOFA, investment ,GBP,,3.5,04/11/2024,wrongmail,01712-345678,approved,
24470,  alpha holdings ,CITI,CURRENT,USD,$74138,,11/30/2025,client@mail.com,1712345678,approved, good payer 
97638,beta funds,WELLS FARGO,Savings,GBP,$362892,,,client@mail.com,01712-345678,Rejected, good payer 
,,BOFA,loan,EUR,443572,4.6,22-09-2024, CLIENT@BANK.COM ,1712345678,approved,
,,WELLS FARGO,Savings,USD,147439,,,wrongmail,,Rejected,
62513,,BOFA,Savings,BDT,$107891,,07/13/2024,,01712345678,Rejected, follow up 
32453,  alpha holdings ,HSBC,loan,BDT,,10.81,2024.08.13,,1712345678, PENDING , HIGH RISK 
28109,john capital,BOFA,CURRENT,USD,$318963,,14-04-2025,,,Rejected,
,,CITI, investment ,,216986,,2024.05.16,wrongmail,01712-345678,approved,
,  alpha holdings ,, investment ,EUR,,,09/08/2024,wrongmail,1712345678,approved,
63682,beta funds,CHASE,CURRENT,GBP,,,12/27/2025, CLIENT@BANK.COM ,1712345678, PENDING , HIGH RISK 
72301,  alpha holdings ,,Savings,USD,,12.28,2024.03.21,,1712345678, PENDING ,
,  alpha holdings ,HSBC, investment ,USD,$250189,11.47,,wrongmail,01712-345678,approved,
,MARY INVEST,WELLS FARGO,Savings,BDT,,11.3,2026.03.04,client@mail.com,01712-345678, PENDING ,
,MARY INVEST,CITI,Savings,EUR,,3.47,06-10-2024,wrongmail,01712-345678, PENDING , good payer 
,beta funds,BOFA, investment ,,$27901,8.7,11/27/2024, CLIENT@BANK.COM ,01712-345678,Rejected,
89454,,BOFA,Savings,,,,20-09-2024,client@mail.com,,Rejected,
42278,,CITI,CURRENT,EUR,253904,,,wrongmail,1712345678, PENDING , good payer 
49243,MARY INVEST,,CURRENT,USD,$299637,4.97,2025.04.19,client@mail.com,01712345678,, follow up 
48324,MARY INVEST,HSBC, investment ,EUR,,,05/12/2024,client@mail.com,,approved,
,john capital,WELLS FARGO,Savings,USD,,,16-01-2024,wrongmail,1712345678,Rejected, HIGH RISK 
,MARY INVEST,HSBC,loan,,$308717,1.62,,wrongmail,01712345678, PENDING , good payer 
95585,MARY INVEST,HSBC,Savings,EUR,$16626,,, CLIENT@BANK.COM ,01712-345678,,
,  alpha holdings ,HSBC, investment ,USD,366854,,2024.11.05,wrongmail,1712345678,approved, HIGH RISK 
35168,john capital,WELLS FARGO,Savings,GBP,27560,2.05,18-04-2025,,1712345678, PENDING , good payer 
,MARY INVEST,HSBC,loan,,$235329,6.67,17-05-2025,wrongmail,01712345678,approved, good payer 
,,CHASE,loan,USD,498675,4.33,23-11-2024,wrongmail,01712-345678,Rejected, HIGH RISK 
53115,beta funds,CHASE,Savings,BDT,97813,,2025.02.03,,1712345678,approved, follow up 
37250,MARY INVEST,CHASE,CURRENT,,,,06/26/2024,,,approved,
33352,MARY INVEST,HSBC, investment ,BDT,134696,2.04,27-04-2025,,01712345678,, good payer 
,  alpha holdings ,HSBC, investment ,EUR,351410,,,,1712345678,,
,,HSBC,Savings,,$230112,2.98,2025.11.05,,01712-345678,, follow up 
,  alpha holdings ,CHASE, investment ,,$316788,,05/19/2025, CLIENT@BANK.COM ,01712345678,approved, follow up 
,MARY INVEST,CHASE,loan,GBP,165326,,18-04-2024,client@mail.com,01712-345678,approved, HIGH RISK 
31236,john capital,CHASE,CURRENT,,,8.6,27-12-2025,wrongmail,1712345678,, good payer 
,beta funds,, investment ,EUR,$28483,,11/22/2024,client@mail.com,,Rejected,
,beta funds,BOFA,loan,USD,,,03/10/2025,,1712345678,approved, good payer 
39573,  alpha holdings ,HSBC,CURRENT,USD,365966,6.26,2024.04.20, CLIENT@BANK.COM ,01712-345678,approved,
34710,john capital,CITI,loan,EUR,$455191,,02/26/2026, CLIENT@BANK.COM ,1712345678,Rejected,
,  alpha holdings ,CHASE,Savings,GBP,$184660,,2024.01.15,wrongmail,01712345678,, good payer 
81502,  alpha holdings ,BOFA,loan,USD,$493651,12.06,13-04-2024,wrongmail,01712345678, PENDING , HIGH RISK 
,,WELLS FARGO, investment ,BDT,,,08/23/2025,wrongmail,01712345678, PENDING , HIGH RISK 
,MARY INVEST,CHASE, investment ,GBP,$84095,2.95,,wrongmail,1712345678,Rejected,
,beta funds,HSBC,Savings,GBP,346980,7.1,08-02-2024,client@mail.com,, PENDING ,
84244,MARY INVEST,HSBC,Savings,GBP,251999,7.79,,client@mail.com,01712345678,Rejected, good payer 
,,HSBC,Savings,GBP,8024,3.01,, CLIENT@BANK.COM ,01712-345678,, HIGH RISK 
,  alpha holdings ,HSBC,Savings,USD,,,06-12-2024, CLIENT@BANK.COM ,1712345678,, follow up 
,john capital,BOFA,CURRENT,EUR,$115557,4.1,, CLIENT@BANK.COM ,01712345678,, good payer 
,beta funds,BOFA,loan,BDT,286318,,,wrongmail,01712-345678,Rejected, good payer 
,MARY INVEST,CITI,Savings,,,5.93,2025.07.19, CLIENT@BANK.COM ,01712345678,, good payer 
,MARY INVEST,,Savings,BDT,$285827,4.93,,client@mail.com,,,
39879,  alpha holdings ,HSBC,CURRENT,EUR,170289,,09/09/2024,wrongmail,, PENDING , follow up 
,  alpha holdings ,BOFA,CURRENT,USD,$318262,,04/29/2026, CLIENT@BANK.COM ,01712-345678,,
,beta funds,,CURRENT,USD,459637,,,,,,
,beta funds,CHASE,Savings,USD,322829,,13-02-2025,wrongmail,,Rejected, good payer 
39447,MARY INVEST,WELLS FARGO, investment ,EUR,,,,,01712-345678,Rejected,
31960,john capital,CHASE,Savings,EUR,,1.61,12-06-2026,wrongmail,01712345678,Rejected, follow up 
,MARY INVEST,WELLS FARGO, investment ,USD,,,2024.02.19, CLIENT@BANK.COM ,01712-345678,Rejected, follow up 
95649,MARY INVEST,HSBC,Savings,GBP,$348176,,,wrongmail,01712345678, PENDING , good payer 
,beta funds,,CURRENT,,,11.17,2025.12.20,client@mail.com,, PENDING , HIGH RISK 
,john capital,,loan,GBP,$249581,7.23,11/01/2025, CLIENT@BANK.COM ,01712345678,Rejected, good payer 
36518,,HSBC,loan,USD,,12.17,11/05/2024, CLIENT@BANK.COM ,, PENDING , good payer 
,MARY INVEST,BOFA,CURRENT,GBP,$157765,,,wrongmail,01712345678,, HIGH RISK 
,,CITI, investment ,BDT,$155505,,05/10/2024,wrongmail,01712345678,approved, follow up 
,  alpha holdings ,CITI,CURRENT,GBP,,7.24,2024.06.21,client@mail.com,1712345678,, follow up 
46584,beta funds,CHASE,loan,GBP,,,, CLIENT@BANK.COM ,1712345678,, good payer 
67182,  alpha holdings ,,CURRENT,EUR,445624,6.72,09/30/2025,,,approved,
